,version,group,PID,phase,block,condition,trial,chosen_trial,gain_left,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,left_chosen,chosen_obj,unchosen_obj,higher_outcome_chosen,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
4994,V1,d09142021,hBnSx,final_decisions,3.0,1.0,98.0,1.0,1.0,63.0,20.0,Lewia1.jpg,Picb1n.jpg,47.0,52.0,1.0,63.0,20.0,1.0,0.65,-0.7480301375430259,-5.0,0.018340010900808442,0.2803401666266423,-0.26200015572583385
4995,V1,d09142021,hBnSx,final_decisions,3.0,1.0,99.0,0.0,0.0,5.0,14.0,Pica1n.jpg,Grib1n.jpg,36.0,52.0,0.0,14.0,5.0,1.0,0.795,0.028912073664177532,-16.0,-0.558060331696026,0.2803401666266423,-0.8384004983226683
4996,V1,d09142021,hBnSx,final_decisions,3.0,1.0,100.0,1.0,0.0,33.0,63.0,Kline1.jpg,Lewia1.jpg,45.0,47.0,0.0,63.0,33.0,1.0,0.777,-0.06753592496844091,-2.0,-0.08646005138952509,0.018340010900808442,-0.10480006229033352
4997,V1,d09142021,hBnSx,final_decisions,3.0,0.0,101.0,0.0,0.0,22.0,11.0,Klina1.jpg,Clifa1.jpg,54.0,39.0,1.0,22.0,11.0,0.0,1.169,2.032887156364137,15.0,0.3851402289169758,-0.4008602382605257,0.7860004671775015
4998,V1,d09142021,hBnSx,final_decisions,3.0,0.0,102.0,1.0,1.0,3.0,16.0,Klib1n.jpg,Vincc1.jpg,57.0,50.0,1.0,3.0,16.0,1.0,0.669,-0.6462239167641509,7.0,0.5423403223524761,0.17554010433630873,0.36680021801616736
4999,V1,d09142021,hBnSx,final_decisions,3.0,0.0,103.0,0.0,1.0,17.0,13.0,Picaa1.jpg,Kupka1.jpg,38.0,38.0,1.0,17.0,13.0,1.0,0.858,0.3664800688783415,0.0,-0.4532602694056925,-0.4532602694056925,0.0
5000,V1,d09142021,hBnSx,final_decisions,3.0,0.0,104.0,0.0,0.0,38.0,49.0,Krasa1.jpg,Lewc1n.jpg,37.0,35.0,0.0,49.0,38.0,1.0,0.611,-0.9570008012470326,2.0,-0.5056603005508592,-0.6104603628411928,0.10480006229033356
5001,V1,d09142021,hBnSx,final_decisions,3.0,0.0,105.0,0.0,1.0,49.0,22.0,Lewc1n.jpg,Klina1.jpg,35.0,54.0,1.0,49.0,22.0,1.0,0.925,0.7254809526775323,-19.0,-0.6104603628411928,0.3851402289169758,-0.9956005917581684
5002,V1,d09142021,hBnSx,final_decisions,3.0,0.0,106.0,0.0,1.0,11.0,13.0,Clifa1.jpg,Kupka1.jpg,39.0,38.0,1.0,11.0,13.0,1.0,0.8270000000000001,0.2003751823443875,1.0,-0.4008602382605257,-0.4532602694056925,0.05240003114516678
5003,V1,d09142021,hBnSx,final_decisions,3.0,1.0,107.0,1.0,1.0,59.0,33.0,Macka1.jpg,Kline1.jpg,51.0,45.0,1.0,59.0,33.0,1.0,0.601,-1.0105830227095984,6.0,0.2279401354814755,-0.08646005138952509,0.3144001868710006
5004,V1,d09142021,hBnSx,final_decisions,4.0,0.0,108.0,1.0,0.0,40.0,51.0,Vinc1n.jpg,Lewic1.jpg,36.0,45.0,0.0,51.0,40.0,1.0,0.552,-1.27313590787617,-9.0,-0.558060331696026,-0.08646005138952509,-0.4716002803065009
5005,V1,d09142021,hBnSx,final_decisions,4.0,0.0,109.0,1.0,0.0,40.0,47.0,Vinc1n.jpg,Vina1n.jpg,36.0,52.0,0.0,47.0,40.0,1.0,0.736,-0.2872230329649607,-16.0,-0.558060331696026,0.2803401666266423,-0.8384004983226683
5006,V1,d09142021,hBnSx,final_decisions,4.0,0.0,110.0,0.0,1.0,17.0,22.0,Picaa1.jpg,Klina1.jpg,38.0,54.0,0.0,22.0,17.0,0.0,0.977,1.0041085042828741,-16.0,-0.4532602694056925,0.3851402289169758,-0.8384004983226683
5007,V1,d09142021,hBnSx,final_decisions,4.0,1.0,111.0,1.0,0.0,6.0,59.0,Gusc1n.jpg,Macka1.jpg,51.0,51.0,0.0,59.0,6.0,1.0,0.628,-0.8659110247606707,0.0,0.2279401354814755,0.2279401354814755,0.0
5008,V1,d09142021,hBnSx,final_decisions,4.0,0.0,112.0,1.0,0.0,64.0,47.0,Vincb1.jpg,Vina1n.jpg,36.0,52.0,0.0,47.0,64.0,1.0,0.7020000000000001,-0.4694025859376844,-16.0,-0.558060331696026,0.2803401666266423,-0.8384004983226683
5009,V1,d09142021,hBnSx,final_decisions,4.0,0.0,113.0,0.0,1.0,49.0,13.0,Lewc1n.jpg,Kupka1.jpg,35.0,38.0,1.0,49.0,13.0,1.0,0.8170000000000001,0.1467929608818217,-3.0,-0.6104603628411928,-0.4532602694056925,-0.1572000934355003
5010,V1,d09142021,hBnSx,final_decisions,4.0,0.0,114.0,0.0,0.0,13.0,11.0,Kupka1.jpg,Clifa1.jpg,38.0,39.0,0.0,11.0,13.0,1.0,0.708,-0.43725325306014495,-1.0,-0.4532602694056925,-0.4008602382605257,-0.05240003114516678
5011,V1,d09142021,hBnSx,final_decisions,4.0,1.0,115.0,1.0,0.0,20.0,26.0,Picb1n.jpg,Klid1n.jpg,52.0,43.0,0.0,26.0,20.0,1.0,0.713,-0.410462142328862,9.0,0.2803401666266423,-0.19126011367985865,0.4716002803065009
5012,V1,d09142021,hBnSx,final_decisions,4.0,0.0,116.0,1.0,1.0,51.0,16.0,Lewic1.jpg,Vincc1.jpg,45.0,50.0,1.0,51.0,16.0,1.0,0.72,-0.3729545873050661,-5.0,-0.08646005138952509,0.17554010433630873,-0.2620001557258338
5013,V1,d09142021,hBnSx,final_decisions,4.0,1.0,117.0,0.0,1.0,46.0,68.0,Lewb1n.jpg,Mondb1.jpg,42.0,51.0,1.0,46.0,68.0,1.0,0.725,-0.34616347657378305,-9.0,-0.2436601448250254,0.2279401354814755,-0.4716002803065009
5014,V1,d09142021,hBnSx,final_decisions,4.0,0.0,118.0,1.0,1.0,51.0,64.0,Lewic1.jpg,Vincb1.jpg,45.0,36.0,1.0,51.0,64.0,1.0,0.665,-0.6676568053491773,9.0,-0.08646005138952509,-0.558060331696026,0.4716002803065009
5015,V1,d09142021,hBnSx,final_decisions,4.0,0.0,119.0,0.0,0.0,38.0,49.0,Krasa1.jpg,Lewc1n.jpg,37.0,35.0,0.0,49.0,38.0,1.0,0.63,-0.8551945804681576,2.0,-0.5056603005508592,-0.6104603628411928,0.10480006229033356
5016,V1,d09142021,hBnSx,final_decisions,4.0,1.0,120.0,1.0,1.0,26.0,33.0,Klid1n.jpg,Kline1.jpg,43.0,45.0,1.0,26.0,33.0,1.0,0.6940000000000001,-0.512268363107737,-2.0,-0.19126011367985865,-0.08646005138952509,-0.10480006229033352
5017,V1,d09142021,hBnSx,final_decisions,4.0,0.0,121.0,1.0,0.0,64.0,3.0,Vincb1.jpg,Klib1n.jpg,36.0,57.0,0.0,3.0,64.0,1.0,0.585,-1.0963145770497036,-21.0,-0.558060331696026,0.5423403223524761,-1.100400654048502
5018,V1,d09142021,hBnSx,final_decisions,4.0,1.0,122.0,1.0,1.0,59.0,33.0,Macka1.jpg,Kline1.jpg,51.0,45.0,1.0,59.0,33.0,1.0,0.63,-0.8551945804681576,6.0,0.2279401354814755,-0.08646005138952509,0.3144001868710006
5019,V1,d09142021,hBnSx,final_decisions,4.0,0.0,123.0,0.0,1.0,11.0,22.0,Clifa1.jpg,Klina1.jpg,39.0,54.0,0.0,22.0,11.0,0.0,1.063,1.4649156088609392,-15.0,-0.4008602382605257,0.3851402289169758,-0.7860004671775015
5020,V1,d09142021,hBnSx,final_decisions,4.0,1.0,124.0,0.0,0.0,55.0,14.0,Clia1n.jpg,Grib1n.jpg,53.0,52.0,0.0,14.0,55.0,1.0,0.727,-0.33544703228126993,1.0,0.33274019777180897,0.2803401666266423,0.052400031145166726
5021,V1,d09142021,hBnSx,final_decisions,4.0,1.0,125.0,1.0,1.0,63.0,20.0,Lewia1.jpg,Picb1n.jpg,47.0,52.0,1.0,63.0,20.0,1.0,0.569,-1.1820461313898092,-5.0,0.018340010900808442,0.2803401666266423,-0.26200015572583385
5022,V1,d09142021,hBnSx,final_decisions,4.0,1.0,126.0,0.0,1.0,21.0,68.0,Kupkc1.jpg,Mondb1.jpg,38.0,51.0,1.0,21.0,68.0,1.0,1.371,3.1152480299079652,-13.0,-0.4532602694056925,0.2279401354814755,-0.6812004048871679
5023,V1,d09142021,hBnSx,final_decisions,4.0,0.0,127.0,0.0,1.0,49.0,22.0,Lewc1n.jpg,Klina1.jpg,35.0,54.0,1.0,49.0,22.0,1.0,0.759,-0.16398392360105934,-19.0,-0.6104603628411928,0.3851402289169758,-0.9956005917581684
5024,V1,d09142021,hBnSx,final_decisions,4.0,1.0,128.0,0.0,0.0,55.0,21.0,Clia1n.jpg,Kupkc1.jpg,53.0,38.0,0.0,21.0,55.0,1.0,0.988,1.0630489478916962,15.0,0.33274019777180897,-0.4532602694056925,0.7860004671775015
5025,V1,d09142021,hBnSx,final_decisions,4.0,1.0,129.0,1.0,0.0,33.0,63.0,Kline1.jpg,Lewia1.jpg,45.0,47.0,0.0,63.0,33.0,1.0,0.755,-0.1854168121860857,-2.0,-0.08646005138952509,0.018340010900808442,-0.10480006229033352
5026,V1,d09142021,hBnSx,final_decisions,4.0,1.0,130.0,0.0,1.0,21.0,5.0,Kupkc1.jpg,Pica1n.jpg,38.0,36.0,1.0,21.0,5.0,1.0,1.198,2.188275598605577,2.0,-0.4532602694056925,-0.558060331696026,0.1048000622903335
5027,V1,d09142021,hBnSx,final_decisions,4.0,1.0,131.0,1.0,1.0,63.0,6.0,Lewia1.jpg,Gusc1n.jpg,47.0,51.0,1.0,63.0,6.0,1.0,0.625,-0.8819856911994405,-4.0,0.018340010900808442,0.2279401354814755,-0.20960012458066707
5028,V1,d09142021,hBnSx,final_decisions,4.0,1.0,132.0,0.0,0.0,68.0,14.0,Mondb1.jpg,Grib1n.jpg,51.0,52.0,0.0,14.0,68.0,1.0,0.6579999999999999,-0.7051643603729734,-1.0,0.2279401354814755,0.2803401666266423,-0.05240003114516678
5029,V1,d09142021,hBnSx,final_decisions,4.0,0.0,133.0,1.0,1.0,3.0,16.0,Klib1n.jpg,Vincc1.jpg,57.0,50.0,1.0,3.0,16.0,1.0,0.611,-0.9570008012470326,7.0,0.5423403223524761,0.17554010433630873,0.36680021801616736
5030,V1,d09142021,hBnSx,final_decisions,4.0,0.0,134.0,1.0,1.0,3.0,40.0,Klib1n.jpg,Vinc1n.jpg,57.0,36.0,1.0,3.0,40.0,1.0,0.5770000000000001,-1.1391803542197565,21.0,0.5423403223524761,-0.558060331696026,1.100400654048502
5031,V1,d09142021,hBnSx,final_decisions,4.0,0.0,135.0,1.0,1.0,47.0,16.0,Vina1n.jpg,Vincc1.jpg,52.0,50.0,1.0,47.0,16.0,1.0,0.591,-1.0641652441721643,2.0,0.2803401666266423,0.17554010433630873,0.10480006229033356
5032,V1,d09142021,hBnSx,final_decisions,4.0,1.0,136.0,1.0,0.0,6.0,26.0,Gusc1n.jpg,Klid1n.jpg,51.0,43.0,0.0,26.0,6.0,1.0,0.647,-0.7641048039817957,8.0,0.2279401354814755,-0.19126011367985865,0.4192002491613341
5033,V1,d09142021,hBnSx,final_decisions,4.0,1.0,137.0,0.0,0.0,5.0,14.0,Pica1n.jpg,Grib1n.jpg,36.0,52.0,0.0,14.0,5.0,1.0,0.638,-0.812328803298105,-16.0,-0.558060331696026,0.2803401666266423,-0.8384004983226683
5034,V1,d09142021,hBnSx,final_decisions,4.0,0.0,138.0,0.0,0.0,38.0,11.0,Krasa1.jpg,Clifa1.jpg,37.0,39.0,0.0,11.0,38.0,1.0,0.943,0.8219289513101502,-2.0,-0.5056603005508592,-0.4008602382605257,-0.1048000622903335
5035,V1,d09142021,hBnSx,final_decisions,4.0,1.0,139.0,0.0,1.0,46.0,55.0,Lewb1n.jpg,Clia1n.jpg,42.0,53.0,1.0,46.0,55.0,1.0,0.635,-0.8284034697368746,-11.0,-0.2436601448250254,0.33274019777180897,-0.5764003425968345
5036,V1,d09142021,hBnSx,final_decisions,4.0,1.0,140.0,0.0,1.0,46.0,5.0,Lewb1n.jpg,Pica1n.jpg,42.0,36.0,1.0,46.0,5.0,1.0,0.57,-1.1766879092435525,6.0,-0.2436601448250254,-0.558060331696026,0.3144001868710006
5037,V1,d09142021,hBnSx,final_decisions,4.0,1.0,141.0,1.0,1.0,59.0,20.0,Macka1.jpg,Picb1n.jpg,51.0,52.0,1.0,59.0,20.0,1.0,0.665,-0.6676568053491773,-1.0,0.2279401354814755,0.2803401666266423,-0.05240003114516678
5038,V1,d09142021,hBnSx,final_decisions,4.0,0.0,142.0,0.0,0.0,13.0,17.0,Kupka1.jpg,Picaa1.jpg,38.0,38.0,0.0,17.0,13.0,1.0,0.7340000000000001,-0.29793947725747383,0.0,-0.4532602694056925,-0.4532602694056925,0.0
5039,V1,d09142021,hBnSx,final_decisions,4.0,0.0,143.0,0.0,1.0,17.0,38.0,Picaa1.jpg,Krasa1.jpg,38.0,37.0,1.0,17.0,38.0,1.0,0.777,-0.06753592496844091,1.0,-0.4532602694056925,-0.5056603005508592,0.052400031145166726
5040,V1,d09142021,vk7bM,final_decisions,1.0,1.0,0.0,0.0,1.0,47.0,66.0,Vina1n.jpg,Vinca1.jpg,59.0,59.0,,,,,,,0.0,0.17432340707366395,0.17432340707366395,0.0
5041,V1,d09142021,vk7bM,final_decisions,1.0,0.0,1.0,0.0,0.0,38.0,23.0,Krasa1.jpg,Rohlb1.jpg,57.0,60.0,1.0,38.0,23.0,0.0,2.487,2.5092358750266794,-3.0,0.052702425394363546,0.2351338979133141,-0.18243147251895064
5042,V1,d09142021,vk7bM,final_decisions,1.0,1.0,2.0,0.0,0.0,19.0,5.0,Picc1n.jpg,Pica1n.jpg,50.0,65.0,0.0,5.0,19.0,1.0,2.411,2.2750180847703323,-15.0,-0.3729710104831879,0.5391863521115652,-0.9121573625947532
5043,V1,d09142021,vk7bM,final_decisions,1.0,1.0,3.0,1.0,0.0,37.0,21.0,Deka1n.jpg,Kupkc1.jpg,68.0,59.0,,,,,,,9.0,0.7216178246305158,0.17432340707366395,0.5472944175568519
5044,V1,d09142021,vk7bM,final_decisions,1.0,1.0,4.0,1.0,1.0,21.0,46.0,Kupkc1.jpg,Lewb1n.jpg,59.0,42.0,1.0,21.0,46.0,1.0,1.6680000000000001,-0.014768996288429766,17.0,0.17432340707366395,-0.8594549372003896,1.0337783442740536
5045,V1,d09142021,vk7bM,final_decisions,1.0,0.0,5.0,0.0,1.0,33.0,22.0,Kline1.jpg,Klina1.jpg,67.0,58.0,0.0,22.0,33.0,0.0,2.057,1.1840562722605048,9.0,0.6608073337908656,0.11351291623401374,0.5472944175568519
5046,V1,d09142021,vk7bM,final_decisions,1.0,1.0,6.0,1.0,0.0,37.0,28.0,Deka1n.jpg,Pice1n.jpg,68.0,67.0,0.0,28.0,37.0,1.0,1.5659999999999998,-0.32911392531668465,1.0,0.7216178246305158,0.6608073337908656,0.06081049083965018
5047,V1,d09142021,vk7bM,final_decisions,1.0,0.0,7.0,1.0,0.0,58.0,9.0,Klinc1.jpg,Klind1.jpg,64.0,58.0,1.0,58.0,9.0,0.0,2.137,1.4306013146356071,6.0,0.478375861271915,0.11351291623401374,0.3648629450379013
5048,V1,d09142021,vk7bM,final_decisions,1.0,0.0,8.0,1.0,1.0,1.0,58.0,Monda1.jpg,Klinc1.jpg,64.0,64.0,1.0,1.0,58.0,1.0,1.933,0.8019114565790967,0.0,0.478375861271915,0.478375861271915,0.0
5049,V1,d09142021,vk7bM,final_decisions,1.0,0.0,9.0,1.0,1.0,9.0,44.0,Klind1.jpg,Mackb1.jpg,58.0,59.0,,,,,,,-1.0,0.11351291623401374,0.17432340707366395,-0.06081049083965021
5050,V1,d09142021,vk7bM,final_decisions,1.0,1.0,10.0,1.0,1.0,28.0,34.0,Pice1n.jpg,Lasb1n.jpg,67.0,61.0,1.0,28.0,34.0,1.0,1.496,-0.5448408373948993,6.0,0.6608073337908656,0.2959443887529644,0.3648629450379013
5051,V1,d09142021,vk7bM,final_decisions,1.0,1.0,11.0,1.0,1.0,8.0,34.0,Picd1n.jpg,Lasb1n.jpg,63.0,61.0,1.0,8.0,34.0,1.0,1.475,-0.6095589110183633,2.0,0.4175653704322648,0.2959443887529644,0.1216209816793004
5052,V1,d09142021,vk7bM,final_decisions,1.0,1.0,12.0,0.0,0.0,66.0,5.0,Vinca1.jpg,Pica1n.jpg,59.0,65.0,0.0,5.0,66.0,1.0,2.255,1.7942552521388826,-6.0,0.17432340707366395,0.5391863521115652,-0.3648629450379012
5053,V1,d09142021,vk7bM,final_decisions,1.0,1.0,13.0,1.0,0.0,37.0,8.0,Deka1n.jpg,Picd1n.jpg,68.0,63.0,0.0,8.0,37.0,1.0,1.2670000000000001,-1.2505760211936296,5.0,0.7216178246305158,0.4175653704322648,0.30405245419825105
5054,V1,d09142021,vk7bM,final_decisions,1.0,0.0,14.0,1.0,0.0,44.0,1.0,Mackb1.jpg,Monda1.jpg,59.0,64.0,0.0,1.0,44.0,1.0,1.8430000000000002,0.5245482839071064,-5.0,0.17432340707366395,0.478375861271915,-0.30405245419825105
5055,V1,d09142021,vk7bM,final_decisions,1.0,0.0,15.0,0.0,0.0,2.0,20.0,Dekb1n.jpg,Picb1n.jpg,62.0,61.0,0.0,20.0,2.0,1.0,1.719,0.14240346822569838,1.0,0.3567548795926146,0.2959443887529644,0.060810490839650226
5056,V1,d09142021,vk7bM,final_decisions,1.0,1.0,16.0,0.0,1.0,67.0,19.0,Picab1.jpg,Picc1n.jpg,60.0,50.0,1.0,67.0,19.0,1.0,2.1109999999999998,1.3504741758636996,10.0,0.2351338979133141,-0.3729710104831879,0.6081049083965021
5057,V1,d09142021,vk7bM,final_decisions,1.0,1.0,17.0,0.0,0.0,19.0,47.0,Picc1n.jpg,Vina1n.jpg,50.0,59.0,,,,,,,-9.0,-0.3729710104831879,0.17432340707366395,-0.5472944175568519
5058,V1,d09142021,vk7bM,final_decisions,1.0,1.0,18.0,0.0,1.0,67.0,64.0,Picab1.jpg,Vincb1.jpg,60.0,64.0,1.0,67.0,64.0,1.0,1.973,0.9251839777666478,-4.0,0.2351338979133141,0.478375861271915,-0.24324196335860085
5059,V1,d09142021,vk7bM,final_decisions,1.0,0.0,19.0,0.0,1.0,33.0,38.0,Kline1.jpg,Krasa1.jpg,67.0,57.0,1.0,33.0,38.0,1.0,2.1959999999999997,1.6124282833872456,10.0,0.6608073337908656,0.052702425394363546,0.6081049083965021
5060,V1,d09142021,vk7bM,final_decisions,1.0,1.0,20.0,0.0,1.0,67.0,66.0,Picab1.jpg,Vinca1.jpg,60.0,59.0,1.0,67.0,66.0,1.0,1.315,-1.102648995768568,1.0,0.2351338979133141,0.17432340707366395,0.06081049083965021
5061,V1,d09142021,vk7bM,final_decisions,1.0,1.0,21.0,1.0,1.0,28.0,46.0,Pice1n.jpg,Lewb1n.jpg,67.0,42.0,1.0,28.0,46.0,1.0,1.8130000000000002,0.432093893016443,25.0,0.6608073337908656,-0.8594549372003896,1.5202622709912552
5062,V1,d09142021,vk7bM,final_decisions,1.0,0.0,22.0,1.0,0.0,69.0,1.0,Picad1.jpg,Monda1.jpg,64.0,64.0,0.0,1.0,69.0,1.0,2.2640000000000002,1.821991569406081,0.0,0.478375861271915,0.478375861271915,0.0
5063,V1,d09142021,vk7bM,final_decisions,1.0,0.0,23.0,1.0,1.0,50.0,58.0,Klic1n.jpg,Klinc1.jpg,64.0,64.0,1.0,50.0,58.0,1.0,1.791,0.36429400636328985,0.0,0.478375861271915,0.478375861271915,0.0
5064,V1,d09142021,vk7bM,final_decisions,1.0,0.0,24.0,1.0,1.0,50.0,69.0,Klic1n.jpg,Picad1.jpg,64.0,64.0,,,,,,,0.0,0.478375861271915,0.478375861271915,0.0
5065,V1,d09142021,vk7bM,final_decisions,1.0,1.0,25.0,1.0,1.0,8.0,46.0,Picd1n.jpg,Lewb1n.jpg,63.0,42.0,0.0,46.0,8.0,0.0,1.6059999999999999,-0.20584140412913346,21.0,0.4175653704322648,-0.8594549372003896,1.2770203076326545
5066,V1,d09142021,vk7bM,final_decisions,1.0,0.0,26.0,0.0,0.0,22.0,23.0,Klina1.jpg,Rohlb1.jpg,58.0,60.0,1.0,22.0,23.0,0.0,1.7309999999999999,0.17938522458196374,-2.0,0.11351291623401374,0.2351338979133141,-0.1216209816793004
5067,V1,d09142021,vk7bM,final_decisions,1.0,0.0,27.0,0.0,1.0,20.0,22.0,Picb1n.jpg,Klina1.jpg,61.0,58.0,1.0,20.0,22.0,1.0,1.9869999999999999,0.9683293601822908,3.0,0.2959443887529644,0.11351291623401374,0.18243147251895064
5068,V1,d09142021,vk7bM,final_decisions,1.0,0.0,28.0,0.0,1.0,23.0,2.0,Rohlb1.jpg,Dekb1n.jpg,60.0,62.0,,,,,,,-2.0,0.2351338979133141,0.3567548795926146,-0.12162098167930045
5069,V1,d09142021,vk7bM,final_decisions,1.0,0.0,29.0,1.0,0.0,44.0,50.0,Mackb1.jpg,Klic1n.jpg,59.0,64.0,0.0,50.0,44.0,1.0,1.431,-0.7451586843246697,-5.0,0.17432340707366395,0.478375861271915,-0.30405245419825105
5070,V1,d09142021,vk7bM,final_decisions,1.0,0.0,30.0,0.0,1.0,33.0,2.0,Kline1.jpg,Dekb1n.jpg,67.0,62.0,0.0,2.0,33.0,0.0,2.094,1.2980833543589894,5.0,0.6608073337908656,0.3567548795926146,0.30405245419825105
5071,V1,d09142021,vk7bM,final_decisions,1.0,0.0,31.0,1.0,1.0,9.0,69.0,Klind1.jpg,Picad1.jpg,58.0,64.0,1.0,9.0,69.0,1.0,1.699,0.08076720763192277,-6.0,0.11351291623401374,0.478375861271915,-0.3648629450379013
5072,V1,d09142021,vk7bM,final_decisions,1.0,0.0,32.0,0.0,0.0,38.0,20.0,Krasa1.jpg,Picb1n.jpg,57.0,61.0,0.0,20.0,38.0,1.0,1.669,-0.011687183258740644,-4.0,0.052702425394363546,0.2959443887529644,-0.2432419633586008
5073,V1,d09142021,vk7bM,final_decisions,1.0,1.0,33.0,1.0,0.0,34.0,21.0,Lasb1n.jpg,Kupkc1.jpg,61.0,59.0,0.0,21.0,34.0,1.0,1.54,-0.40924106408859295,2.0,0.2959443887529644,0.17432340707366395,0.1216209816793004
5074,V1,d09142021,vk7bM,final_decisions,1.0,1.0,34.0,0.0,1.0,5.0,64.0,Pica1n.jpg,Vincb1.jpg,65.0,64.0,1.0,5.0,64.0,1.0,1.885,0.6539844311540353,1.0,0.5391863521115652,0.478375861271915,0.06081049083965018
5075,V1,d09142021,vk7bM,final_decisions,1.0,1.0,35.0,0.0,0.0,64.0,47.0,Vincb1.jpg,Vina1n.jpg,64.0,59.0,1.0,64.0,47.0,0.0,2.184,1.57544652703098,5.0,0.478375861271915,0.17432340707366395,0.30405245419825105
5076,V1,d09142021,vk7bM,final_decisions,2.0,1.0,36.0,0.0,0.0,19.0,47.0,Picc1n.jpg,Vina1n.jpg,50.0,59.0,1.0,19.0,47.0,0.0,2.089,1.2826742892105456,-9.0,-0.3729710104831879,0.17432340707366395,-0.5472944175568519
5077,V1,d09142021,vk7bM,final_decisions,2.0,0.0,37.0,1.0,1.0,9.0,44.0,Klind1.jpg,Mackb1.jpg,58.0,59.0,1.0,9.0,44.0,1.0,1.723,0.15473072034445348,-1.0,0.11351291623401374,0.17432340707366395,-0.06081049083965021
5078,V1,d09142021,vk7bM,final_decisions,2.0,0.0,38.0,1.0,1.0,1.0,58.0,Monda1.jpg,Klinc1.jpg,64.0,64.0,1.0,1.0,58.0,1.0,1.732,0.18246703761165214,0.0,0.478375861271915,0.478375861271915,0.0
5079,V1,d09142021,vk7bM,final_decisions,2.0,1.0,39.0,1.0,0.0,37.0,28.0,Deka1n.jpg,Pice1n.jpg,68.0,67.0,0.0,28.0,37.0,1.0,1.4369999999999998,-0.7266678061465369,1.0,0.7216178246305158,0.6608073337908656,0.06081049083965018
5080,V1,d09142021,vk7bM,final_decisions,2.0,1.0,40.0,1.0,1.0,21.0,37.0,Kupkc1.jpg,Deka1n.jpg,59.0,68.0,,,,,,,-9.0,0.17432340707366395,0.7216178246305158,-0.5472944175568519
5081,V1,d09142021,vk7bM,final_decisions,2.0,1.0,41.0,0.0,0.0,64.0,47.0,Vincb1.jpg,Vina1n.jpg,64.0,59.0,1.0,64.0,47.0,0.0,1.922,0.7680115132525197,5.0,0.478375861271915,0.17432340707366395,0.30405245419825105
5082,V1,d09142021,vk7bM,final_decisions,2.0,1.0,42.0,1.0,0.0,34.0,28.0,Lasb1n.jpg,Pice1n.jpg,61.0,67.0,0.0,28.0,34.0,1.0,1.662,-0.03325987446656245,-6.0,0.2959443887529644,0.6608073337908656,-0.3648629450379013
5083,V1,d09142021,vk7bM,final_decisions,2.0,1.0,43.0,1.0,1.0,8.0,34.0,Picd1n.jpg,Lasb1n.jpg,63.0,61.0,1.0,8.0,34.0,1.0,1.58,-0.2859685429010417,2.0,0.4175653704322648,0.2959443887529644,0.1216209816793004
5084,V1,d09142021,vk7bM,final_decisions,2.0,1.0,44.0,0.0,1.0,5.0,19.0,Pica1n.jpg,Picc1n.jpg,65.0,50.0,1.0,5.0,19.0,1.0,1.6640000000000001,-0.027096248407184886,15.0,0.5391863521115652,-0.3729710104831879,0.9121573625947532
5085,V1,d09142021,vk7bM,final_decisions,2.0,0.0,45.0,1.0,1.0,50.0,58.0,Klic1n.jpg,Klinc1.jpg,64.0,64.0,1.0,50.0,58.0,1.0,1.3730000000000002,-0.9239038400466191,0.0,0.478375861271915,0.478375861271915,0.0
5086,V1,d09142021,vk7bM,final_decisions,2.0,1.0,46.0,1.0,1.0,8.0,46.0,Picd1n.jpg,Lewb1n.jpg,63.0,42.0,1.0,8.0,46.0,1.0,2.093,1.2950015413293008,21.0,0.4175653704322648,-0.8594549372003896,1.2770203076326545
5087,V1,d09142021,vk7bM,final_decisions,2.0,0.0,47.0,1.0,0.0,58.0,9.0,Klinc1.jpg,Klind1.jpg,64.0,58.0,0.0,9.0,58.0,1.0,1.261,-1.2690668993717624,6.0,0.478375861271915,0.11351291623401374,0.3648629450379013
5088,V1,d09142021,vk7bM,final_decisions,2.0,1.0,48.0,0.0,1.0,47.0,66.0,Vina1n.jpg,Vinca1.jpg,59.0,59.0,1.0,47.0,66.0,1.0,1.9509999999999998,0.8573840911134947,0.0,0.17432340707366395,0.17432340707366395,0.0
5089,V1,d09142021,vk7bM,final_decisions,2.0,0.0,49.0,0.0,0.0,38.0,23.0,Krasa1.jpg,Rohlb1.jpg,57.0,60.0,0.0,23.0,38.0,1.0,2.4930000000000003,2.527726753204812,-3.0,0.052702425394363546,0.2351338979133141,-0.18243147251895064
5090,V1,d09142021,vk7bM,final_decisions,2.0,0.0,50.0,0.0,0.0,2.0,20.0,Dekb1n.jpg,Picb1n.jpg,62.0,61.0,0.0,20.0,2.0,1.0,1.7890000000000001,0.3581303803039123,1.0,0.3567548795926146,0.2959443887529644,0.060810490839650226
5091,V1,d09142021,vk7bM,final_decisions,2.0,1.0,51.0,1.0,0.0,46.0,21.0,Lewb1n.jpg,Kupkc1.jpg,42.0,59.0,0.0,21.0,46.0,1.0,1.402,-0.8345312621856447,-17.0,-0.8594549372003896,0.17432340707366395,-1.0337783442740536
5092,V1,d09142021,vk7bM,final_decisions,2.0,0.0,52.0,1.0,0.0,69.0,9.0,Picad1.jpg,Klind1.jpg,64.0,58.0,0.0,9.0,69.0,1.0,1.9509999999999998,0.8573840911134947,6.0,0.478375861271915,0.11351291623401374,0.3648629450379013
