,event,trial,time,PID,Exp
622,focus,231,1409294,pLJib,Pilot
623,blur,231,1415167,pLJib,Pilot
624,focus,231,1432314,pLJib,Pilot
625,blur,294,1792745,pLJib,Pilot
626,focus,294,1795198,pLJib,Pilot
627,blur,396,2103111,pLJib,Pilot
628,focus,396,2105077,pLJib,Pilot
629,blur,396,2113588,pLJib,Pilot
630,focus,396,2125946,pLJib,Pilot
631,blur,397,2132377,pLJib,Pilot
632,focus,397,2133803,pLJib,Pilot
633,blur,397,2150132,pLJib,Pilot
634,focus,397,2170583,pLJib,Pilot
635,blur,602,2426925,pLJib,Pilot
636,focus,603,2427574,pLJib,Pilot
637,blur,605,2430529,pLJib,Pilot
638,focus,606,2431297,pLJib,Pilot
639,blur,692,2553539,pLJib,Pilot
640,focus,692,2557335,pLJib,Pilot
641,blur,1131,2972702,pLJib,Pilot
642,focus,1131,2973377,pLJib,Pilot
643,blur,1134,2975290,pLJib,Pilot
644,focus,1135,2975862,pLJib,Pilot
645,blur,1465,3257119,pLJib,Pilot
646,focus,1465,3261774,pLJib,Pilot
647,blur,1465,3264226,pLJib,Pilot
648,focus,1465,3300296,pLJib,Pilot
649,blur,1466,3310877,pLJib,Pilot
650,focus,1466,3313908,pLJib,Pilot
651,blur,1466,3324526,pLJib,Pilot
652,focus,1466,3338184,pLJib,Pilot
653,blur,1599,3711634,pLJib,Pilot
654,focus,1599,3714765,pLJib,Pilot
655,blur,1600,3722228,pLJib,Pilot
656,fullscreenenter,0,16366,k9qrt,Pilot
657,fullscreenenter,0,10164,ZYPTd,Pilot
658,focus,0,0,0fnsb,Pilot
659,blur,0,51,0fnsb,Pilot
660,focus,0,9004,0fnsb,Pilot
661,fullscreenexit,0,65686,0fnsb,Pilot
662,fullscreenenter,0,17740,H8AQv,Pilot
663,fullscreenenter,0,9967,EaTNE,Pilot
664,focus,0,0,ZgOut,Pilot
665,fullscreenexit,0,9034,ZgOut,Pilot
666,fullscreenenter,0,8140,OxAiv,Pilot
667,fullscreenexit,1596,2483814,OxAiv,Pilot
668,blur,1596,2485242,OxAiv,Pilot
669,fullscreenenter,0,17053,BGa6g,Pilot
670,fullscreenexit,1612,5436089,BGa6g,Pilot
671,blur,1612,5437087,BGa6g,Pilot
672,focus,1612,5474692,BGa6g,Pilot
673,blur,0,136133,wTZ07,Pilot
674,focus,0,143224,wTZ07,Pilot
675,fullscreenenter,0,146223,wTZ07,Pilot
676,fullscreenenter,0,12924,xlr2G,Pilot
677,fullscreenenter,0,6202,RMj9m,Pilot
678,fullscreenenter,0,93037,InbSs,Pilot
679,fullscreenenter,0,15313,BqKir,Pilot
680,fullscreenenter,0,21308,uphHd,Pilot
681,fullscreenenter,0,12962,OxXnd,Pilot
682,blur,0,0,VP3Tz,Pilot
683,focus,0,309,VP3Tz,Pilot
684,fullscreenenter,0,8322,VP3Tz,Pilot
685,blur,0,0,Vcm96,Pilot
686,focus,0,0,Vcm96,Pilot
687,blur,0,7406,Vcm96,Pilot
688,focus,0,11963,Vcm96,Pilot
689,fullscreenenter,0,14326,Vcm96,Pilot
690,fullscreenexit,1,19609,Vcm96,Pilot
691,blur,495,1275012,Vcm96,Pilot
692,focus,495,1286391,Vcm96,Pilot
693,blur,1614,2576540,Vcm96,Pilot
694,focus,1614,2580099,Vcm96,Pilot
695,blur,1615,2588536,Vcm96,Pilot
696,focus,1615,2591286,Vcm96,Pilot
697,focus,0,0,k3zzQ,Pilot
698,fullscreenexit,0,120189,k3zzQ,Pilot
699,fullscreenenter,0,16009,A26v1,Pilot
700,focus,0,0,arjeO,Pilot
701,fullscreenexit,0,23210,arjeO,Pilot
702,fullscreenenter,0,6813,lPMys,Pilot
703,focus,0,0,eoRdQ,Pilot
704,blur,0,2333,eoRdQ,Pilot
705,focus,0,3128,eoRdQ,Pilot
706,fullscreenexit,0,12907,eoRdQ,Pilot
707,blur,94,483664,eoRdQ,Pilot
708,focus,94,490563,eoRdQ,Pilot
709,blur,233,1147193,eoRdQ,Pilot
710,focus,233,1218536,eoRdQ,Pilot
711,blur,405,1803485,eoRdQ,Pilot
712,focus,405,1806476,eoRdQ,Pilot
713,blur,405,1808340,eoRdQ,Pilot
714,focus,405,1819500,eoRdQ,Pilot
715,blur,405,1822949,eoRdQ,Pilot
716,focus,405,1826096,eoRdQ,Pilot
717,blur,405,1826608,eoRdQ,Pilot
718,focus,405,1849440,eoRdQ,Pilot
719,blur,1620,3315522,eoRdQ,Pilot
720,focus,1620,3340524,eoRdQ,Pilot
721,fullscreenenter,0,16875,BAWYi,Pilot
722,fullscreenenter,0,5467,d1IcC,Pilot
723,blur,0,5049,c4z0I,Pilot
724,focus,0,7634,c4z0I,Pilot
725,fullscreenenter,0,8662,c4z0I,Pilot
726,blur,65,272477,c4z0I,Pilot
727,focus,65,272480,c4z0I,Pilot
728,blur,65,272967,c4z0I,Pilot
729,focus,65,272969,c4z0I,Pilot
730,blur,233,637142,c4z0I,Pilot
731,focus,233,637166,c4z0I,Pilot
732,blur,233,638912,c4z0I,Pilot
733,focus,233,638915,c4z0I,Pilot
734,blur,233,639258,c4z0I,Pilot
735,focus,233,639260,c4z0I,Pilot
736,blur,238,681017,c4z0I,Pilot
737,focus,238,681018,c4z0I,Pilot
738,blur,259,732727,c4z0I,Pilot
739,focus,259,733763,c4z0I,Pilot
740,blur,353,967516,c4z0I,Pilot
741,focus,353,967539,c4z0I,Pilot
742,blur,696,1369253,c4z0I,Pilot
743,focus,696,1381855,c4z0I,Pilot
744,fullscreenexit,1628,2196102,c4z0I,Pilot
745,blur,1628,2197815,c4z0I,Pilot
746,focus,1628,2205684,c4z0I,Pilot
747,blur,0,3292,h3ty7,Pilot
748,focus,0,20402,h3ty7,Pilot
749,fullscreenenter,0,20575,h3ty7,Pilot
750,fullscreenexit,1602,3008359,h3ty7,Pilot
751,blur,1602,3009668,h3ty7,Pilot
752,focus,1602,3027774,h3ty7,Pilot
753,focus,0,0,11A0U,Pilot
754,blur,0,11415,11A0U,Pilot
755,focus,0,11541,11A0U,Pilot
756,blur,0,12508,11A0U,Pilot
757,focus,0,14510,11A0U,Pilot
758,blur,0,15811,11A0U,Pilot
759,focus,0,15941,11A0U,Pilot
760,fullscreenexit,0,19229,11A0U,Pilot
761,blur,265,1429464,11A0U,Pilot
762,focus,265,1430663,11A0U,Pilot
763,fullscreenexit,1622,4216227,11A0U,Pilot
764,blur,1622,4225508,11A0U,Pilot
765,focus,1622,4235639,11A0U,Pilot
766,blur,1623,4243229,11A0U,Pilot
767,fullscreenenter,0,47458,Kmecz,Pilot
768,blur,52,178711,Kmecz,Pilot
769,focus,52,179179,Kmecz,Pilot
770,blur,52,180885,Kmecz,Pilot
771,focus,52,189634,Kmecz,Pilot
772,blur,53,203449,Kmecz,Pilot
773,focus,53,204809,Kmecz,Pilot
774,blur,64,250787,Kmecz,Pilot
775,focus,64,255864,Kmecz,Pilot
776,blur,1465,1920467,Kmecz,Pilot
777,focus,1465,2157570,Kmecz,Pilot
778,blur,1629,2358624,Kmecz,Pilot
779,focus,1629,2360428,Kmecz,Pilot
780,blur,1630,2375270,Kmecz,Pilot
781,fullscreenenter,0,11784,OH30k,Pilot
782,blur,65,217027,OH30k,Pilot
783,focus,65,222008,OH30k,Pilot
784,blur,67,232193,OH30k,Pilot
785,focus,67,333792,OH30k,Pilot
786,blur,495,1152083,OH30k,Pilot
787,focus,495,1262968,OH30k,Pilot
788,blur,617,1477184,OH30k,Pilot
789,focus,618,1481841,OH30k,Pilot
790,blur,646,1514248,OH30k,Pilot
791,focus,647,1516708,OH30k,Pilot
792,blur,692,1599645,OH30k,Pilot
793,focus,692,1656331,OH30k,Pilot
794,blur,1271,2187085,OH30k,Pilot
795,focus,1271,2269962,OH30k,Pilot
796,blur,1464,2446691,OH30k,Pilot
797,focus,1464,2512861,OH30k,Pilot
798,blur,1466,2530073,OH30k,Pilot
799,focus,1466,2686396,OH30k,Pilot
800,blur,0,13529,5Mz5m,Pilot
801,focus,0,16872,5Mz5m,Pilot
802,fullscreenenter,0,17998,5Mz5m,Pilot
803,blur,0,0,mRuyP,Pilot
804,focus,0,4745,mRuyP,Pilot
805,fullscreenenter,0,10467,mRuyP,Pilot
806,focus,0,0,iisGS,Pilot
807,fullscreenexit,0,51627,iisGS,Pilot
808,fullscreenenter,0,35957,QqVXN,Pilot
